Source Well,Destination Well,Transfer Volume
A2,AT20,2.5
A2,AT21,2.5
A2,AT22,2.5
A2,AT23,2.5
A2,AT24,2.5
A2,AT25,2.5
A2,AT26,2.5
A2,AT27,2.5
A2,AT28,2.5
A2,AT29,2.5
A2,AT30,2.5
A2,AT31,2.5
A2,AT32,2.5
A2,AT33,2.5
A2,AT34,2.5
A2,AT35,2.5
A2,AT36,2.5
A2,AT37,2.5
A2,AT38,2.5
A2,AT39,2.5
A2,AT40,2.5
A1,AT41,2.5
A1,AT42,2.5
A2,AT43,2.5
A1,AT44,2.5
A2,AT45,2.5
A1,AT46,2.5
A1,AT47,2.5
A2,AT48,2.5
A1,AT49,2.5
A2,AT50,2.5
A2,AT51,2.5
A1,AT52,2.5
A1,AT53,2.5
A2,AT54,2.5
A2,AT55,2.5
A2,AT56,2.5
A2,AT57,2.5
A2,AT58,2.5
A2,AT59,2.5
A2,AT60,2.5
A2,AT61,2.5
A1,AT62,2.5
A1,AT63,2.5
A2,AT64,2.5
A2,AT65,2.5
A2,AT66,2.5
A2,AT67,2.5
A2,AT68,2.5
A2,AT69,2.5
A2,AT70,2.5
A1,AT71,2.5
A1,AT72,2.5
A2,AT74,2.5
A1,AT75,2.5
A1,AT76,2.5
A2,AT77,2.5
A1,AT78,2.5
A2,AT79,2.5
A2,AT80,2.5
A2,AT81,2.5
A2,AT82,2.5
A2,AT83,2.5
A2,AT84,2.5
A2,AT85,2.5
A1,AT86,2.5
A1,AT87,2.5
A1,AT88,2.5
A1,AT89,2.5
A1,AT90,2.5
A1,AT91,2.5
A1,AT92,2.5
A1,AT93,2.5
A1,AT94,2.5
A2,AT95,2.5
A2,AT96,2.5
A2,AT97,2.5
A2,AT98,2.5
A2,AT99,2.5
A2,AT100,2.5
A2,AT101,2.5
A1,AT102,2.5
A1,AT103,2.5
A2,AT104,2.5
A2,AT105,2.5
A2,AT106,2.5
A2,AT107,2.5
A2,AT108,2.5
A2,AT109,2.5
A2,AT110,2.5
A2,AT111,2.5
A1,AT112,2.5
A2,AT113,2.5
A2,AT114,2.5
A1,AT115,2.5
A1,AT116,2.5
A2,AT117,2.5
A2,AT118,2.5
A2,AT119,2.5
A2,AT120,2.5
A1,AT121,2.5
A1,AT122,2.5
A1,AT123,2.5
A1,AT124,2.5
A2,AT125,2.5
A2,AT126,2.5
A2,AT127,2.5
A2,AT128,2.5
A2,AT129,2.5
A2,AT130,2.5
A2,AT131,2.5
A2,AT132,2.5
A2,AT133,2.5
A2,AT134,2.5
A2,AT135,2.5
A2,AT136,2.5
A2,AT137,2.5
A2,AT138,2.5
A2,AT139,2.5
A2,AT140,2.5
A2,AT141,2.5
A2,AT142,2.5
A2,AT143,2.5
A2,AT144,2.5
A2,AT145,2.5
A2,AT146,2.5
A2,AT147,2.5
A2,AT148,2.5
A2,AT149,2.5
A2,AT150,2.5
A2,AT151,2.5
A2,AT152,2.5
A2,AT153,2.5
A2,AT154,2.5
A2,AT155,2.5
A2,AT156,2.5
A2,AT157,2.5
A2,AT158,2.5
A2,AT159,2.5
A2,AT160,2.5
A2,AT161,2.5
A2,AT162,2.5
A2,AT163,2.5
A2,AT164,2.5
A2,AT165,2.5
A2,AT166,2.5
A2,AT167,2.5
A2,AT168,2.5
A2,AT169,2.5
A2,AT170,2.5
A2,AT171,2.5
A2,AT172,2.5
A2,AT173,2.5
A1,AT174,2.5
A2,AT175,2.5
A2,AT176,2.5
A1,AT177,2.5
A1,AT178,2.5
A2,AT179,2.5
A1,AT180,2.5
A1,AT181,2.5
A2,AT182,2.5
A2,AT183,2.5
A2,AT184,2.5
A2,AT185,2.5
A2,AT186,2.5
A2,AT187,2.5
A2,AT188,2.5
A2,AT189,2.5
A2,AU4,2.5
A2,AU5,2.5
A2,AU6,2.5
A2,AU7,2.5
A2,AU8,2.5
A2,AU9,2.5
A2,AU10,2.5
A1,AU11,2.5
A2,AU12,2.5
A2,AU13,2.5
A2,AU14,2.5
A2,AU15,2.5
A2,AU16,2.5
A2,AU17,2.5
A2,AU18,2.5
A2,AU19,2.5
A2,AU20,2.5
A2,AU21,2.5
A2,AU22,2.5
A2,AU23,2.5
A2,AU24,2.5
A2,AU25,2.5
A2,AU26,2.5
A2,AU27,2.5
A2,AU28,2.5
A2,AU29,2.5
A2,AU30,2.5
A2,AU31,2.5
A2,AU32,2.5
A2,AU33,2.5
A2,AU34,2.5
A2,AU35,2.5
A2,AU36,2.5
A2,AU37,2.5
